age,loan_amt,is_idp,loan_amt_left,occp,family_income,educ,hh_size,grad_age
48,17000,0,3000,4,25000,11,2,42
48,17000,0,3000,4,25000,11,2,42
27,8000,1,8000,3,27000,12,2,21
27,8000,1,8000,3,27000,12,2,21
27,8000,1,8000,3,27000,12,2,21
27,8000,1,8000,3,27000,12,2,21
27,8000,1,8000,3,27000,12,2,21
38,20000,1,20000,1,80000,12,1,37
38,20000,1,20000,1,80000,12,1,37
38,20000,1,20000,1,80000,12,1,37
38,20000,1,20000,1,80000,12,1,37
38,20000,1,20000,1,80000,12,1,37
29,36000,0,2000,1,65000,13,1,23
29,36000,0,2000,1,65000,13,1,23
29,38000,0,2000,1,65000,13,1,23
29,36000,0,2000,1,65000,13,1,23
29,39000,0,2000,1,65000,13,1,23
37,5500,0,2500,2,64000,9,5,30
37,5500,0,2500,2,64000,9,5,30
37,5500,0,2500,2,64000,9,5,30
37,5500,0,2500,2,64000,9,5,30
37,5500,0,2500,2,64000,9,5,30
29,30000,1,51000,1,32000,13,1,24
29,30000,1,51000,1,32000,13,1,24
29,30000,1,51000,1,31000,13,1,24
29,30000,1,51000,1,31000,13,1,24
29,30000,1,51000,1,31000,13,1,24
30,5000,1,4000,1,22000,11,3,29
30,5000,1,4000,1,23000,11,3,29
30,5000,1,4000,1,22000,11,3,29
30,5000,1,4000,1,23000,11,3,29
30,5000,1,4000,1,23000,11,3,29
44,40000,0,13000,1,93000,13,1,24
44,40000,0,12000,1,93000,13,1,24
44,40000,0,12000,1,93000,13,1,24
44,40000,0,12000,1,93000,13,1,24
44,40000,0,12000,1,93000,13,1,24
33,25000,0,16000,1,40000,12,2,25
33,25000,0,16000,1,40000,12,2,25
33,25000,0,16000,1,40000,12,2,25
33,25000,0,16000,1,40000,12,2,25
33,25000,0,16000,1,40000,12,2,25
40,22000,0,8000,3,86000,9,2,26
40,22000,0,7900,3,86000,9,2,26
40,22000,0,7900,3,86000,9,2,26
40,22000,0,7900,3,85000,9,2,26
40,22000,0,7900,3,86000,9,2,26
44,5000,0,2000,2,22000,12,1,38
44,5000,0,2000,2,21000,12,1,38
44,5000,0,2000,2,21000,12,1,38
44,5000,0,1900,2,22000,12,1,38
44,5000,0,2000,2,22000,12,1,38
34,32000,0,24000,0,37000,12,1,30
34,32000,0,24000,0,37000,12,1,30
34,32000,0,24000,0,37000,12,1,30
34,32000,0,24000,0,37000,12,1,30
34,32000,0,24000,0,37000,12,1,30
35,25000,0,20000,2,25000,12,1,29
35,24000,0,20000,2,25000,12,1,29
35,24000,0,20000,2,25000,12,1,29
35,25000,0,20000,2,25000,12,1,29
35,25000,0,20000,2,25000,12,1,29
39,200000,1,180000,1,0,14,2,27
39,200000,1,180000,1,0,14,2,27
39,200000,1,180000,1,0,14,2,27
39,200000,1,180000,1,0,14,2,27
39,200000,1,180000,1,0,14,2,27
55,40000,1,40000,1,64000,12,1,47
55,42000,1,42000,1,70000,12,1,47
55,41000,1,41000,1,69000,12,1,47
55,41000,1,41000,1,65000,12,1,47
55,45000,1,41000,1,74000,12,1,47
34,30000,0,3700,4,12000,10,1,22
34,30000,0,3700,4,12000,10,1,22
34,30000,0,3700,4,12000,10,1,22
34,30000,0,3700,4,12000,10,1,22
34,30000,0,3700,4,12000,10,1,22
32,29000,0,3800,1,92000,12,1,23
32,29000,0,3800,1,92000,12,1,23
32,29000,0,3800,1,92000,12,1,23
32,29000,0,3800,1,92000,12,1,23
32,29000,0,3800,1,92000,12,1,23
37,80000,1,79000,2,41000,12,1,32
37,80000,1,79000,2,41000,12,1,32
37,80000,1,79000,2,41000,12,1,32
37,80000,1,79000,2,41000,12,1,32
37,80000,1,79000,2,41000,12,1,32
28,17000,1,12000,3,43000,11,2,19
28,13000,1,12000,3,31000,11,2,19
28,12000,1,12000,3,33000,11,2,19
28,16000,1,12000,3,38000,11,2,19
28,20000,1,12000,3,25000,11,2,19
52,9000,0,7000,1,40000,11,1,47
52,9000,0,7000,1,40000,11,1,47
52,9000,0,7000,1,40000,11,1,47
52,9000,0,7000,1,40000,11,1,47
52,9000,0,7000,1,40000,11,1,47
51,6900,0,5000,3,140000,11,2,22
51,20000,0,5000,3,140000,11,2,22
51,5800,0,5000,3,140000,11,2,22
51,8700,0,5000,3,140000,11,2,22
51,16000,0,6000,3,140000,11,2,22
27,15000,0,14000,1,85000,9,2,26
27,15000,0,14000,1,85000,9,2,26
27,15000,0,14000,1,85000,9,2,26
27,15000,0,14000,1,85000,9,2,26
27,15000,0,14000,1,85000,9,2,26
46,10000,0,10000,3,50000,9,3,37
46,10000,0,10000,3,50000,9,3,37
46,10000,0,10000,3,50000,9,3,37
46,10000,0,10000,3,50000,9,3,37
46,10000,0,10000,3,50000,9,3,37
34,34000,0,23000,5,68000,12,4,27
34,27000,0,23000,5,63000,12,4,27
34,31000,0,23000,5,61000,12,4,27
34,34000,0,23000,5,66000,12,4,27
34,34000,0,23000,5,73000,12,4,27
51,35000,0,35000,1,165000,13,5,42
51,35000,0,35000,1,165000,13,5,42
51,35000,0,35000,1,165000,13,5,42
51,35000,0,35000,1,165000,13,5,42
51,35000,0,35000,1,165000,13,5,42
40,31000,0,21000,1,123000,12,6,34
40,28000,0,20000,1,123000,12,6,34
40,36000,0,17000,1,123000,12,6,34
40,33000,0,17000,1,123000,12,6,34
40,33000,0,18000,1,123000,12,6,34
46,10000,0,8000,1,78000,12,3,40
46,10000,0,8000,1,78000,12,3,40
46,10000,0,8000,1,78000,12,3,40
46,10000,0,8000,1,78000,12,3,40
46,10000,0,8000,1,78000,12,3,40
32,30000,0,22000,1,105000,13,4,22
32,30000,0,22000,1,105000,13,4,22
32,30000,0,22000,1,105000,13,4,22
32,30000,0,22000,1,105000,13,4,22
32,30000,0,22000,1,105000,13,4,22
23,20000,1,11000,0,20000,9,1,21
23,20000,1,11000,0,20000,9,1,21
23,20000,1,11000,0,20000,9,1,21
23,20000,1,11000,0,20000,9,1,21
23,20000,1,11000,0,20000,9,1,21
46,17000,1,1200,4,29000,10,1,31
46,17000,1,1200,4,29000,10,1,31
46,17000,1,1200,4,29000,10,1,31
46,17000,1,1200,4,29000,10,1,31
46,17000,1,1200,4,29000,10,1,31
31,54000,0,34000,1,140000,12,3,22
31,54000,0,34000,1,140000,12,3,22
31,54000,0,34000,1,140000,12,3,22
31,54000,0,34000,1,140000,12,3,22
31,54000,0,34000,1,140000,12,3,22
43,7600,0,4500,1,103000,10,4,30
43,7600,0,4500,1,103000,10,4,30
43,7600,0,4500,1,102000,10,4,30
43,7600,0,4500,1,103000,10,4,30
43,7600,0,4500,1,103000,10,4,30
42,28000,0,15000,1,0,12,4,31
42,28000,0,15000,1,0,12,4,31
42,28000,0,15000,1,0,12,4,31
42,28000,0,15000,1,0,12,4,31
42,28000,0,15000,1,0,12,4,31
31,27000,1,24000,1,48000,13,1,30
31,27000,1,24000,1,48000,13,1,30
31,27000,1,24000,1,48000,13,1,30
31,27000,1,24000,1,48000,13,1,30
31,27000,1,24000,1,48000,13,1,30
41,56000,1,50000,2,55000,11,6,28
41,56000,1,50000,2,55000,11,6,28
41,56000,1,50000,2,55000,11,6,28
41,56000,1,50000,2,55000,11,6,28
41,56000,1,50000,2,55000,11,6,28
33,29000,0,17000,2,95000,9,1,26
33,30000,0,16000,2,108000,9,1,26
33,29000,0,16000,2,98000,9,1,26
33,29000,0,17000,2,111000,9,1,26
33,28000,0,17000,2,110000,9,1,26
56,30000,0,30000,2,31000,12,1,46
56,30000,0,30000,2,50000,12,1,46
56,30000,0,30000,2,28000,12,1,46
56,30000,0,30000,2,33000,12,1,46
56,30000,0,30000,2,29000,12,1,46
51,3000,1,2800,5,92000,8,2,42
51,3000,1,2800,5,92000,8,2,42
51,3000,1,2800,5,92000,8,2,42
51,3000,1,2800,5,92000,8,2,42
51,3000,1,2800,5,92000,8,2,42
35,17000,1,13000,1,86000,10,4,29
35,17000,1,13000,1,86000,10,4,29
35,17000,1,13000,1,86000,10,4,29
35,17000,1,13000,1,86000,10,4,29
35,17000,1,13000,1,86000,10,4,29
34,13000,1,5000,1,114000,12,4,24
34,13000,1,5000,1,114000,12,4,24
34,12000,1,5000,1,114000,12,4,24
34,13000,1,5000,1,114000,12,4,24
34,13000,1,5000,1,114000,12,4,24
36,50000,0,48000,1,89000,12,2,25
36,50000,0,47000,1,89000,12,2,25
36,50000,0,47000,1,89000,12,2,25
36,50000,0,47000,1,89000,12,2,25
36,50000,0,47000,1,89000,12,2,25
29,30000,0,30000,0,29000,12,1,18
29,30000,0,30000,0,29000,12,1,18
29,30000,0,30000,0,29000,12,1,18
29,30000,0,30000,0,29000,12,1,18
29,30000,0,30000,0,29000,12,1,18
22,15000,1,9000,2,35000,9,3,21
22,15000,1,9000,2,35000,9,3,21
22,15000,1,9000,2,35000,9,3,21
22,15000,1,9000,2,35000,9,3,21
22,15000,1,9000,2,35000,9,3,21
30,100000,1,100000,1,60000,13,1,27
30,100000,1,100000,1,60000,13,1,27
30,100000,1,100000,1,60000,13,1,27
30,100000,1,100000,1,60000,13,1,27
30,100000,1,100000,1,60000,13,1,27
36,6000,1,4900,1,30000,11,4,26
36,6000,1,4400,1,30000,11,4,26
36,6000,1,4900,1,30000,11,4,26
36,6000,1,4600,1,30000,11,4,26
36,6000,1,5000,1,30000,11,4,26
40,400,1,400,0,0,9,4,39
40,400,1,400,0,0,9,4,39
40,400,1,400,0,0,9,4,39
40,400,1,400,0,0,9,4,39
40,400,1,400,0,0,9,4,39
61,30000,0,4600,1,65000,12,1,47
61,30000,0,4600,1,65000,12,1,47
61,30000,0,4600,1,65000,12,1,47
61,30000,0,4600,1,65000,12,1,47
61,30000,0,4500,1,65000,12,1,47
27,42000,0,42000,1,29000,14,1,26
27,45000,0,42000,1,29000,14,1,26
27,43000,0,41000,1,29000,14,1,26
27,43000,0,42000,1,29000,14,1,26
27,43000,0,42000,1,29000,14,1,26
50,15000,0,15000,0,16000,11,2,45
50,15000,0,15000,0,16000,11,2,45
50,15000,0,15000,0,16000,11,2,45
50,15000,0,15000,0,16000,11,2,45
50,15000,0,15000,0,16000,11,2,45
41,37000,0,25000,5,273000,12,5,23
41,40000,0,28000,5,250000,12,5,23
41,38000,0,25000,5,268000,12,5,23
41,38000,0,29000,5,234000,12,5,23
41,39000,0,22000,5,246000,12,5,23
37,25000,0,3000,3,90000,12,2,29
37,25000,0,3000,3,90000,12,2,29
37,25000,0,3000,3,90000,12,2,29
37,25000,0,3000,3,90000,12,2,29
37,25000,0,3000,3,90000,12,2,29
33,6000,1,3900,2,15000,7,4,27
33,6000,1,3900,2,15000,7,4,27
33,6000,1,3900,2,15000,7,4,27
33,6000,1,3900,2,15000,7,4,27
33,6000,1,3900,2,15000,7,4,27
29,18000,0,3000,2,225000,12,5,22
29,22000,0,3000,2,225000,12,5,22
29,18000,0,3000,2,118000,12,5,22
29,22000,0,3000,2,119000,12,5,22
29,18000,0,3000,2,149000,12,5,22
64,30000,0,7000,1,70000,12,2,50
64,30000,0,7000,1,70000,12,2,50
64,30000,0,7000,1,70000,12,2,50
64,30000,0,7000,1,70000,12,2,50
64,30000,0,7000,1,70000,12,2,50
27,10000,0,2900,1,77000,12,1,21
27,10000,0,2900,1,77000,12,1,21
27,10000,0,2900,1,77000,12,1,21
27,10000,0,2900,1,77000,12,1,21
27,10000,0,2900,1,77000,12,1,21
26,54000,1,27000,1,76000,12,1,22
26,54000,1,27000,1,76000,12,1,22
26,54000,1,27000,1,76000,12,1,22
26,54000,1,27000,1,76000,12,1,22
26,54000,1,27000,1,76000,12,1,22
41,65000,1,114000,1,28000,13,2,31
41,65000,1,114000,1,28000,13,2,31
41,65000,1,114000,1,28000,13,2,31
41,65000,1,114000,1,28000,13,2,31
41,65000,1,114000,1,28000,13,2,31
26,30000,0,29000,0,15000,11,3,23
26,30000,0,29000,0,15000,11,3,23
26,30000,0,29000,0,15000,11,3,23
26,30000,0,29000,0,15000,11,3,23
26,30000,0,29000,0,15000,11,3,23
39,40000,1,37000,1,55000,13,2,37
39,40000,1,37000,1,55000,13,2,37
39,40000,1,37000,1,55000,13,2,37
39,40000,1,37000,1,55000,13,2,37
39,40000,1,37000,1,55000,13,2,37
58,8000,0,2500,2,48000,12,2,49
58,8000,0,2500,2,48000,12,2,49
58,8000,0,2500,2,48000,12,2,49
58,8000,0,2500,2,48000,12,2,49
58,8000,0,2500,2,48000,12,2,49
25,10000,0,6500,4,53000,9,2,18
25,10000,0,6500,4,52000,9,2,18
25,10000,0,6500,4,53000,9,2,18
25,10000,0,6500,4,53000,9,2,18
25,10000,0,6500,4,53000,9,2,18
26,6000,0,1300,5,69000,9,4,20
26,6000,0,1300,5,69000,9,4,20
26,6000,0,1300,5,69000,9,4,20
26,6000,0,1200,5,69000,9,4,20
26,6000,0,1200,5,69000,9,4,20
48,7000,0,2700,5,106000,8,3,43
48,7000,0,2700,5,106000,8,3,43
48,7000,0,2700,5,106000,8,3,43
48,7000,0,2700,5,106000,8,3,43
48,7000,0,2700,5,106000,8,3,43
61,5000,1,4500,3,0,13,3,20
61,5000,1,4500,3,0,13,3,55
61,5000,1,4500,3,0,13,3,44
61,5000,1,4500,3,0,13,3,55
61,5000,1,4500,3,0,13,3,50
36,30000,1,700,5,140000,11,5,28
36,30000,1,5700,5,140000,11,5,28
36,30000,1,7500,5,140000,11,5,28
36,30000,1,7400,5,140000,11,5,28
36,30000,1,4200,5,140000,11,5,28
24,25000,1,25000,5,16000,9,1,22
24,25000,1,25000,5,16000,9,1,22
24,25000,1,25000,5,16000,9,1,22
24,25000,1,25000,5,16000,9,1,22
24,25000,1,25000,5,16000,9,1,22
28,30000,0,16000,1,130000,12,2,22
28,30000,0,16000,1,130000,12,2,22
28,30000,0,16000,1,130000,12,2,22
28,30000,0,16000,1,130000,12,2,22
28,30000,0,16000,1,130000,12,2,22
43,20000,0,26000,2,32000,11,1,40
43,20000,0,26000,2,32000,11,1,40
43,20000,0,26000,2,32000,11,1,40
43,20000,0,27000,2,32000,11,1,40
43,20000,0,27000,2,32000,11,1,40
42,32000,0,22000,1,65000,13,2,32
42,32000,0,22000,1,65000,13,2,32
42,32000,0,22000,1,65000,13,2,32
42,32000,0,22000,1,65000,13,2,32
42,32000,0,22000,1,65000,13,2,32
46,21000,0,21000,4,48000,10,1,42
46,21000,0,21000,4,48000,10,1,42
46,21000,0,21000,4,48000,10,1,42
46,21000,0,21000,4,48000,10,1,42
46,21000,0,21000,4,48000,10,1,42
41,75000,0,20000,2,230000,13,3,36
41,75000,0,20000,2,230000,13,3,36
41,75000,0,20000,2,230000,13,3,36
41,75000,0,20000,2,230000,13,3,36
41,75000,0,20000,2,230000,13,3,36
52,16000,0,2000,4,163000,12,2,45
52,16000,0,2000,4,162000,12,2,45
52,16000,0,2000,4,162000,12,2,45
52,16000,0,2000,4,162000,12,2,45
52,16000,0,2000,4,162000,12,2,45
29,92000,1,90000,1,58000,14,1,26
29,92000,1,90000,1,58000,14,1,26
29,92000,1,89000,1,58000,14,1,26
29,92000,1,90000,1,58000,14,1,26
29,92000,1,90000,1,58000,14,1,26
48,8000,1,5000,2,23000,9,2,42
48,8000,1,5000,2,23000,9,2,42
48,8000,1,5000,2,22000,9,2,42
48,8000,1,5000,2,24000,9,2,42
48,8000,1,5000,2,23000,9,2,42
25,32000,1,32000,1,37000,12,1,23
25,32000,1,32000,1,37000,12,1,23
25,32000,1,32000,1,37000,12,1,23
25,32000,1,32000,1,37000,12,1,23
25,32000,1,32000,1,37000,12,1,23
54,52000,1,52000,1,23000,12,1,52
54,52000,1,52000,1,23000,12,1,52
54,52000,1,52000,1,22000,12,1,52
54,52000,1,52000,1,23000,12,1,52
54,52000,1,52000,1,23000,12,1,52
49,5700,0,3000,4,0,10,1,32
49,5700,0,3000,4,0,10,1,32
49,5700,0,3000,4,0,10,1,32
49,5700,0,3000,4,0,10,1,32
49,5700,0,3000,4,0,10,1,32
28,7000,1,2500,3,70000,9,2,22
28,7000,1,2500,3,70000,9,2,22
28,7000,1,2500,3,70000,9,2,22
28,7000,1,2500,3,70000,9,2,22
28,7000,1,2500,3,70000,9,2,22
29,2000,1,1100,3,21000,11,1,25
29,2000,1,1200,3,21000,11,1,25
29,2000,1,1100,3,21000,11,1,25
29,2000,1,1100,3,21000,11,1,25
29,2000,1,1200,3,21000,11,1,25
33,15000,1,5000,1,37000,12,3,21
33,15000,1,5000,1,37000,12,3,21
33,15000,1,5000,1,37000,12,3,21
33,15000,1,5000,1,37000,12,3,21
33,15000,1,5000,1,37000,12,3,21
49,32000,1,32000,4,34000,12,1,35
49,32000,1,32000,4,34000,12,1,35
49,32000,1,32000,4,34000,12,1,35
49,32000,1,32000,4,34000,12,1,35
49,32000,1,32000,4,34000,12,1,35
35,1500,0,460,5,50000,9,2,34
35,1500,0,470,5,50000,9,2,34
35,1500,0,470,5,50000,9,2,34
35,1500,0,460,5,50000,9,2,34
35,1500,0,460,5,50000,9,2,34
43,25000,0,20000,1,18000,12,2,34
43,25000,0,20000,1,18000,12,2,34
43,25000,0,20000,1,18000,12,2,34
43,25000,0,20000,1,18000,12,2,34
43,25000,0,20000,1,18000,12,2,34
30,70000,1,70000,1,78000,11,1,28
30,70000,1,70000,1,78000,11,1,28
30,70000,1,70000,1,78000,11,1,28
30,70000,1,70000,1,78000,11,1,28
30,70000,1,70000,1,78000,11,1,28
58,35000,0,28000,4,65000,12,2,50
58,35000,0,28000,4,65000,12,2,50
58,35000,0,28000,4,65000,12,2,50
58,35000,0,28000,4,65000,12,2,50
58,35000,0,28000,4,65000,12,2,50
36,110000,0,60000,1,125000,14,1,24
36,110000,0,60000,1,125000,14,1,24
36,110000,0,60000,1,125000,14,1,24
36,110000,0,60000,1,125000,14,1,24
36,110000,0,60000,1,125000,14,1,24
24,24000,1,20000,1,22000,12,2,21
24,24000,1,20000,1,22000,12,2,21
24,24000,1,20000,1,22000,12,2,21
24,24000,1,20000,1,22000,12,2,21
24,24000,1,20000,1,22000,12,2,21
49,28000,0,18000,1,32000,12,4,34
49,28000,0,18000,1,32000,12,4,34
49,28000,0,18000,1,32000,12,4,34
49,28000,0,18000,1,32000,12,4,34
49,28000,0,18000,1,32000,12,4,34
43,40000,0,5000,1,230000,13,4,34
43,40000,0,5000,1,230000,13,4,34
43,40000,0,5000,1,230000,13,4,34
43,40000,0,5000,1,230000,13,4,34
43,40000,0,5000,1,230000,13,4,34
24,20000,1,5000,3,40000,9,1,21
24,20000,1,5000,3,44000,9,1,21
24,20000,1,5000,3,46000,9,1,21
24,20000,1,5000,3,47000,9,1,21
24,20000,1,5000,3,44000,9,1,21
38,10000,1,430,2,50000,10,6,30
38,10000,1,430,2,51000,10,6,30
38,10000,1,420,2,51000,10,6,30
38,10000,1,430,2,50000,10,6,30
38,10000,1,430,2,51000,10,6,30
46,100000,1,100000,1,71000,14,3,44
46,100000,1,100000,1,60000,14,3,44
46,100000,1,100000,1,70000,14,3,44
46,100000,1,100000,1,71000,14,3,44
46,100000,1,100000,1,67000,14,3,44
26,11000,1,8500,2,88000,13,4,23
26,10000,1,9900,2,38000,13,4,23
26,10000,1,9500,2,38000,13,4,23
26,11000,1,8500,2,38000,13,4,23
26,11000,1,8500,2,41000,13,4,23
33,40000,0,38000,1,112000,13,1,29
33,40000,0,38000,1,112000,13,1,29
33,40000,0,38000,1,112000,13,1,29
33,40000,0,38000,1,112000,13,1,29
33,40000,0,38000,1,112000,13,1,29
47,100000,0,50000,1,175000,14,4,30
47,100000,0,50000,1,175000,14,4,30
47,100000,0,50000,1,175000,14,4,30
47,100000,0,50000,1,175000,14,4,30
47,100000,0,50000,1,175000,14,4,30
32,5500,1,3500,1,35000,12,4,30
32,5500,1,3500,1,35000,12,4,30
32,5500,1,3500,1,35000,12,4,30
32,5500,1,3500,1,35000,12,4,30
32,5500,1,3500,1,35000,12,4,30
55,55000,1,55000,1,43000,13,1,44
55,55000,1,55000,1,33000,13,1,44
55,55000,1,55000,1,28000,13,1,44
55,55000,1,55000,1,27000,13,1,44
55,55000,1,55000,1,28000,13,1,44
30,3500,1,3500,3,11000,9,2,27
30,3500,1,3500,3,11000,9,2,27
30,3500,1,3500,3,11000,9,2,27
30,3500,1,3500,3,11000,9,2,27
30,3500,1,3500,3,11000,9,2,27
32,55000,1,45000,1,250000,12,2,25
32,55000,1,45000,1,250000,12,2,25
32,55000,1,45000,1,250000,12,2,25
32,55000,1,45000,1,250000,12,2,25
32,55000,1,45000,1,250000,12,2,25
52,22000,0,7500,5,28000,9,1,49
52,22000,0,7500,5,28000,9,1,49
52,23000,0,7500,5,28000,9,1,49
52,18000,0,7500,5,30000,9,1,49
52,23000,0,7500,5,31000,9,1,49
32,10000,1,10000,3,15000,9,3,29
32,10000,1,10000,3,15000,9,3,29
32,10000,1,10000,3,15000,9,3,29
32,10000,1,10000,3,15000,9,3,29
32,10000,1,10000,3,15000,9,3,29
39,54000,1,32000,2,63000,14,2,30
39,54000,1,32000,2,63000,14,2,30
39,54000,1,32000,2,63000,14,2,30
39,54000,1,32000,2,63000,14,2,30
39,54000,1,32000,2,63000,14,2,30
31,90000,1,80000,1,0,13,1,30
31,90000,1,80000,1,0,13,1,30
31,90000,1,80000,1,0,13,1,30
31,90000,1,80000,1,0,13,1,30
31,90000,1,80000,1,0,13,1,30
24,30000,1,27000,1,62000,12,4,22
24,30000,1,27000,1,61000,12,4,22
24,30000,1,26000,1,61000,12,4,22
24,30000,1,27000,1,62000,12,4,22
24,30000,1,26000,1,62000,12,4,22
37,26000,0,14000,1,99000,13,1,30
37,26000,0,14000,1,100000,13,1,30
37,26000,0,14000,1,100000,13,1,30
37,26000,0,14000,1,100000,13,1,30
37,26000,0,14000,1,100000,13,1,30
36,5100,1,4700,1,45000,11,1,34
36,6700,1,5000,1,47000,11,1,34
36,6600,1,5000,1,32000,11,1,34
36,5700,1,5000,1,29000,11,1,34
36,6000,1,5000,1,37000,11,1,34
39,9000,0,8100,2,32000,10,3,32
